Geographicarea,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit multiplier,Unit of measure,Observation Status,Observation confidentaility,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,OBS_FOOTNOTE,SERIES_FOOTNOTE,DATA_SOURCE,SOURCE_LINK,CUSTODIAN,Time period activity related to when the data are collected,REF_PERIOD,COVERAGE_TIME,Current age
Democratic Republic of the Congo,Mother-to-child HIV transmission rate,Total,2017,26.37,Units,Rate per 100 of Population,Estimated value,Free,22.66,29.58,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Democratic Republic of the Congo,Mother-to-child HIV transmission rate,Total,2018,27.18,Units,Rate per 100 of Population,Estimated value,Free,23.75,30.29,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Democratic Republic of the Congo,Mother-to-child HIV transmission rate,Total,2019,24.87,Units,Rate per 100 of Population,Estimated value,Free,20.9,28.53,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Djibouti,Mother-to-child HIV transmission rate,Total,2000,48.73,Units,Rate per 100 of Population,Estimated value,Free,41.04,68.17,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Djibouti,Mother-to-child HIV transmission rate,Total,2001,44.65,Units,Rate per 100 of Population,Estimated value,Free,38.8,58.5,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Djibouti,Mother-to-child HIV transmission rate,Total,2002,43.1,Units,Rate per 100 of Population,Estimated value,Free,38.56,48.72,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Djibouti,Mother-to-child HIV transmission rate,Total,2003,41.15,Units,Rate per 100 of Population,Estimated value,Free,37.35,44.82,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Djibouti,Mother-to-child HIV transmission rate,Total,2004,41.08,Units,Rate per 100 of Population,Estimated value,Free,37.67,44.5,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Djibouti,Mother-to-child HIV transmission rate,Total,2005,40.91,Units,Rate per 100 of Population,Estimated value,Free,37.33,44.42,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Djibouti,Mother-to-child HIV transmission rate,Total,2006,39.6,Units,Rate per 100 of Population,Estimated value,Free,36.57,42.91,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Djibouti,Mother-to-child HIV transmission rate,Total,2007,39.67,Units,Rate per 100 of Population,Estimated value,Free,36.68,42.8,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Djibouti,Mother-to-child HIV transmission rate,Total,2008,39.91,Units,Rate per 100 of Population,Estimated value,Free,36.98,42.78,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Djibouti,Mother-to-child HIV transmission rate,Total,2009,40.73,Units,Rate per 100 of Population,Estimated value,Free,37.88,43.47,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Djibouti,Mother-to-child HIV transmission rate,Total,2010,40.21,Units,Rate per 100 of Population,Estimated value,Free,37.41,43.07,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Djibouti,Mother-to-child HIV transmission rate,Total,2011,41.45,Units,Rate per 100 of Population,Estimated value,Free,38.66,44.28,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Djibouti,Mother-to-child HIV transmission rate,Total,2012,41.61,Units,Rate per 100 of Population,Estimated value,Free,38.78,44.64,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Djibouti,Mother-to-child HIV transmission rate,Total,2013,42.18,Units,Rate per 100 of Population,Estimated value,Free,39.5,44.96,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Djibouti,Mother-to-child HIV transmission rate,Total,2014,36.25,Units,Rate per 100 of Population,Estimated value,Free,31.03,40.45,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Djibouti,Mother-to-child HIV transmission rate,Total,2015,33.14,Units,Rate per 100 of Population,Estimated value,Free,26.97,38.51,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Djibouti,Mother-to-child HIV transmission rate,Total,2016,30.61,Units,Rate per 100 of Population,Estimated value,Free,22.68,37.14,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Djibouti,Mother-to-child HIV transmission rate,Total,2017,34.87,Units,Rate per 100 of Population,Estimated value,Free,28.81,39.08,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Djibouti,Mother-to-child HIV transmission rate,Total,2018,31.6,Units,Rate per 100 of Population,Estimated value,Free,24.53,36.75,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Djibouti,Mother-to-child HIV transmission rate,Total,2019,34.78,Units,Rate per 100 of Population,Estimated value,Free,29.44,39.09,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Dominican Republic,Mother-to-child HIV transmission rate,Total,2000,29.5,Units,Rate per 100 of Population,Estimated value,Free,27.63,31.64,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Dominican Republic,Mother-to-child HIV transmission rate,Total,2001,29.45,Units,Rate per 100 of Population,Estimated value,Free,27.47,31.45,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Dominican Republic,Mother-to-child HIV transmission rate,Total,2002,29.18,Units,Rate per 100 of Population,Estimated value,Free,27.48,31.45,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Dominican Republic,Mother-to-child HIV transmission rate,Total,2003,28.97,Units,Rate per 100 of Population,Estimated value,Free,27.24,30.83,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Dominican Republic,Mother-to-child HIV transmission rate,Total,2004,26.53,Units,Rate per 100 of Population,Estimated value,Free,25.13,28.35,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Dominican Republic,Mother-to-child HIV transmission rate,Total,2005,24.18,Units,Rate per 100 of Population,Estimated value,Free,22.17,26.53,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Dominican Republic,Mother-to-child HIV transmission rate,Total,2006,23.32,Units,Rate per 100 of Population,Estimated value,Free,21.24,26.13,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Dominican Republic,Mother-to-child HIV transmission rate,Total,2007,20.78,Units,Rate per 100 of Population,Estimated value,Free,17.65,24.31,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Dominican Republic,Mother-to-child HIV transmission rate,Total,2008,18.09,Units,Rate per 100 of Population,Estimated value,Free,14.4,22.12,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Dominican Republic,Mother-to-child HIV transmission rate,Total,2009,18.19,Units,Rate per 100 of Population,Estimated value,Free,14.57,22.26,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Dominican Republic,Mother-to-child HIV transmission rate,Total,2010,17.46,Units,Rate per 100 of Population,Estimated value,Free,14.54,21.41,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Dominican Republic,Mother-to-child HIV transmission rate,Total,2011,12.6,Units,Rate per 100 of Population,Estimated value,Free,11.56,13.91,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Dominican Republic,Mother-to-child HIV transmission rate,Total,2012,12.27,Units,Rate per 100 of Population,Estimated value,Free,11.27,13.69,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Dominican Republic,Mother-to-child HIV transmission rate,Total,2013,10.31,Units,Rate per 100 of Population,Estimated value,Free,9.16,15.21,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Dominican Republic,Mother-to-child HIV transmission rate,Total,2014,7.06,Units,Rate per 100 of Population,Estimated value,Free,6.2,8.37,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Dominican Republic,Mother-to-child HIV transmission rate,Total,2015,9.95,Units,Rate per 100 of Population,Estimated value,Free,8.25,14.45,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Dominican Republic,Mother-to-child HIV transmission rate,Total,2016,8.38,Units,Rate per 100 of Population,Estimated value,Free,7.23,11.61,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Dominican Republic,Mother-to-child HIV transmission rate,Total,2017,9.71,Units,Rate per 100 of Population,Estimated value,Free,8.17,14.47,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Dominican Republic,Mother-to-child HIV transmission rate,Total,2018,9.78,Units,Rate per 100 of Population,Estimated value,Free,8.03,14.95,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Dominican Republic,Mother-to-child HIV transmission rate,Total,2019,11.93,Units,Rate per 100 of Population,Estimated value,Free,7.83,16.2,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
East Asia and Pacific,Mother-to-child HIV transmission rate,Total,2000,31.53,Units,Rate per 100 of Population,Estimated value,Free,26.77,35.27,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
East Asia and Pacific,Mother-to-child HIV transmission rate,Total,2001,31.62,Units,Rate per 100 of Population,Estimated value,Free,26.85,35.37,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
East Asia and Pacific,Mother-to-child HIV transmission rate,Total,2002,31.43,Units,Rate per 100 of Population,Estimated value,Free,26.69,35.16,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
East Asia and Pacific,Mother-to-child HIV transmission rate,Total,2003,30.77,Units,Rate per 100 of Population,Estimated value,Free,26.13,34.43,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
East Asia and Pacific,Mother-to-child HIV transmission rate,Total,2004,31.02,Units,Rate per 100 of Population,Estimated value,Free,26.35,34.72,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
East Asia and Pacific,Mother-to-child HIV transmission rate,Total,2005,28.77,Units,Rate per 100 of Population,Estimated value,Free,24.43,32.19,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
East Asia and Pacific,Mother-to-child HIV transmission rate,Total,2006,28.27,Units,Rate per 100 of Population,Estimated value,Free,24.01,31.63,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
East Asia and Pacific,Mother-to-child HIV transmission rate,Total,2007,27.69,Units,Rate per 100 of Population,Estimated value,Free,23.52,30.99,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
East Asia and Pacific,Mother-to-child HIV transmission rate,Total,2008,27.09,Units,Rate per 100 of Population,Estimated value,Free,23,30.31,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
East Asia and Pacific,Mother-to-child HIV transmission rate,Total,2009,25.94,Units,Rate per 100 of Population,Estimated value,Free,22.03,29.03,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
East Asia and Pacific,Mother-to-child HIV transmission rate,Total,2010,24.59,Units,Rate per 100 of Population,Estimated value,Free,20.88,27.51,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
East Asia and Pacific,Mother-to-child HIV transmission rate,Total,2011,24.78,Units,Rate per 100 of Population,Estimated value,Free,21.04,27.72,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
East Asia and Pacific,Mother-to-child HIV transmission rate,Total,2012,25.01,Units,Rate per 100 of Population,Estimated value,Free,21.24,27.98,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
East Asia and Pacific,Mother-to-child HIV transmission rate,Total,2013,24.72,Units,Rate per 100 of Population,Estimated value,Free,20.99,27.66,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
East Asia and Pacific,Mother-to-child HIV transmission rate,Total,2014,24.04,Units,Rate per 100 of Population,Estimated value,Free,20.41,26.89,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
East Asia and Pacific,Mother-to-child HIV transmission rate,Total,2015,23.21,Units,Rate per 100 of Population,Estimated value,Free,19.71,25.97,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
East Asia and Pacific,Mother-to-child HIV transmission rate,Total,2016,23.03,Units,Rate per 100 of Population,Estimated value,Free,19.56,25.77,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
East Asia and Pacific,Mother-to-child HIV transmission rate,Total,2017,22.51,Units,Rate per 100 of Population,Estimated value,Free,19.11,25.18,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
East Asia and Pacific,Mother-to-child HIV transmission rate,Total,2018,22.11,Units,Rate per 100 of Population,Estimated value,Free,18.78,24.75,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
East Asia and Pacific,Mother-to-child HIV transmission rate,Total,2019,21.38,Units,Rate per 100 of Population,Estimated value,Free,18.15,23.92,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Eastern and Southern Africa,Mother-to-child HIV transmission rate,Total,2000,35.62,Units,Rate per 100 of Population,Estimated value,Free,28.9,46.45,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Eastern and Southern Africa,Mother-to-child HIV transmission rate,Total,2001,35.43,Units,Rate per 100 of Population,Estimated value,Free,28.74,46.19,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Eastern and Southern Africa,Mother-to-child HIV transmission rate,Total,2002,35.23,Units,Rate per 100 of Population,Estimated value,Free,28.58,45.94,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Eastern and Southern Africa,Mother-to-child HIV transmission rate,Total,2003,34.97,Units,Rate per 100 of Population,Estimated value,Free,28.37,45.59,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Eastern and Southern Africa,Mother-to-child HIV transmission rate,Total,2004,34.38,Units,Rate per 100 of Population,Estimated value,Free,27.89,44.83,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Eastern and Southern Africa,Mother-to-child HIV transmission rate,Total,2005,33.24,Units,Rate per 100 of Population,Estimated value,Free,26.96,43.34,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Eastern and Southern Africa,Mother-to-child HIV transmission rate,Total,2006,32.09,Units,Rate per 100 of Population,Estimated value,Free,26.03,41.84,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Eastern and Southern Africa,Mother-to-child HIV transmission rate,Total,2007,29.85,Units,Rate per 100 of Population,Estimated value,Free,24.22,38.93,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Eastern and Southern Africa,Mother-to-child HIV transmission rate,Total,2008,26.98,Units,Rate per 100 of Population,Estimated value,Free,21.89,35.18,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Eastern and Southern Africa,Mother-to-child HIV transmission rate,Total,2009,24.08,Units,Rate per 100 of Population,Estimated value,Free,19.53,31.4,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Eastern and Southern Africa,Mother-to-child HIV transmission rate,Total,2010,21.38,Units,Rate per 100 of Population,Estimated value,Free,17.35,27.88,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
Eastern and Southern Africa,Mother-to-child HIV transmission rate,Total,2011,17.43,Units,Rate per 100 of Population,Estimated value,Free,14.14,22.72,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2020 estimates,http://aidsinfo.unaids.org/,,,,2000-2019,Total
